"marker_symbol","impc_significant_parameter_name","gene_id"
"Adgrv1","Testes|% Pre-pulse inhibition - PPI2|Response amplitude - S|18kHz-evoked ABR Threshold|6kHz-evoked ABR Threshold|Startle response|12kHz-evoked ABR Threshold|30kHz-evoked ABR Threshold|Tibia length|Click-evoked ABR threshold|24kHz-evoked ABR Threshold","110789"
"Adh4","Phosphorus|Aspartate aminotransferase","11529"
"Adh4","Phosphorus|Aspartate aminotransferase","26876"
"Adh5","Vocalization","11532"
"Adh5","Vocalization","100417514"
"Adig","% Pre-pulse inhibition - PPI2","109323"
"Adig","% Pre-pulse inhibition - PPI2","246747"
"Adipoq","Heart","11450"
"Adipor1","Lymphocyte differential count|Phosphorus|Calcium|Left total retinal thickness|Right total retinal thickness|Right corneal thickness|Retina (combined)|Right outer nuclear layer|HDL-cholesterol|Hemoglobin|18kHz-evoked ABR Threshold|Locomotor activity|Left outer nuclear layer|Creatinine|Alkaline phosphatase|Neutrophil differential count|Total cholesterol|Eye with optic nerve - MPATH process term|Triglycerides|Red blood cell distribution width","72674"
"Adipor2","Lung - MPATH process term|Testes|Testes - MPATH process term|Limb grasp|Epididymis - MPATH process term|Spleen weight","68465"
"Adk","Thymus|Lung|Center distance travelled|Periphery resting time|Spleen|Digit integrity|Skin|Percentage center movement time|Shape of spine","11534"
"Adm2","Ovary|Testes|Heart|Number of rears - total","223780"
"Adnp2","Tibia length|Spleen|Lung|Liver|Forelimb grip strength normalised against body weight|% Pre-pulse inhibition - PPI3|Bone Mineral Density (excluding skull)|Bone Mineral Content (excluding skull)|Body length|Thymus|Adrenal gland|% Pre-pulse inhibition - PPI4|Uterus|Total protein|Forelimb and hindlimb grip strength normalised against body weight|Lens Opacity|Bone Area|Lymph node - MPATH pathological process term|Ovary|Albumin|Bone marrow - MPATH pathological process term|Sternum|Locomotor activity|Kidney|Lymph node","240442"
"Adora1","Fat mass|Lean mass|Number of rears - total|Forelimb and hindlimb grip strength normalised against body weight|Forelimb and hindlimb grip strength measurement mean|Fat/Body weight|Lean/Body weight","11539"
"Adora2a","Hemoglobin|Hematocrit|Mean platelet volume|Fasted blood glucose concentration|Aspartate aminotransferase|Alkaline phosphatase|Alanine aminotransferase","11540"
"Adora2b","Retinal Blood Vessels Pattern|Fasted blood glucose concentration|mA threshold inducing clonic seizure","11541"
"Adpgk","Alkaline phosphatase|Bone Mineral Content (excluding skull)|Lean mass|Fat mass|Lean/Body weight|Iron|Fat/Body weight|Bone Mineral Density (excluding skull)","72141"
"Adprhl2","Lean mass|Bone Mineral Content (excluding skull)|Bone Area|Body length","100206"
"Adprm","Number of center entries|Center distance travelled|Response amplitude - S|Periphery permanence time|Center permanence time|HR|Percentage center time|Forelimb and hindlimb grip strength measurement mean|Percentage center movement time","66358"
"Adra2a","Center distance travelled|Periphery average speed|Initial response to glucose challenge|Area under glucose response curve|Fasted blood glucose concentration|Distance travelled - total|Response amplitude - S|% Pre-pulse inhibition - PPI2|% Pre-pulse inhibition - PPI3|Whole arena average speed|Testes","11551"
"Adrb2","Kidney|Eye with optic nerve|Heart|Spleen|Skin","11555"
"Adsl","Eye with optic nerve|Retinal Blood Vessels|Outcome","11564"
"Adss","Eosinophil differential count|Urea (Blood Urea Nitrogen - BUN)|Viability Outcome|Creatinine|Outcome|Alkaline phosphatase","11565"
"Adss","Eosinophil differential count|Urea (Blood Urea Nitrogen - BUN)|Viability Outcome|Creatinine|Outcome|Alkaline phosphatase","11566"
"Adtrp","Bone Mineral Density (excluding skull)|LVPWs|LVPWd","109254"
"Aebp1","Heart|Viability Outcome|Tail Morphology","11568"
"Afap1l1","Mean corpuscular hemoglobin","106877"
"Afap1l2","Periphery distance travelled|Alkaline phosphatase|Whole arena average speed|Insulin|Lean/Body weight|BMC/Body weight|Distance travelled - total|QRS|Fat/Body weight|Platelet count|Whole arena resting time|30kHz-evoked ABR Threshold|Area under glucose response curve|Initial response to glucose challenge|Periphery average speed|HR|Spleen","226250"
"Afdn","Spleen|Liver|Neural tube closure|Urinary bladder|Kidney|Skin|Lymph node|Neural tube morphology|Heart|Hindbrain|Large intestine|Viability Outcome|Uterus|Gall bladder","17356"
"Aff3","Transitional vertebrae|Fructosamine|Incisors morphology|Magnesium|Forelimb grip strength measurement mean|Thoracic processes|Snout morphology|Fusion of processes|Teeth|Albumin","16764"
"Aff4","Kidney|Microphthalmia|Craniofacial morphology|Edema|Placenta Morphology|Skin|Blood Vessel Morphology|Anophthalmia|Viability Outcome|Delayed embryonic development|Placenta Vasculature","93736"
"Afg1l","Body weight|Coat - hair distribution - back|Corneal vascularization|Coat - color pattern - back|Distance travelled - total|Pupil Position|Pupil Light Response|Heart weight|Iris/Pupil|Pupil Shape|Whole arena resting time|Whole arena average speed|Coat - color - back","215951"
"Afmid","Mean cell volume|Eosinophil cell count|Eosinophil differential count|Fructosamine","71562"
"Aftph","Viability Outcome","216549"
"Agap1","Skull shape|Snout size|30kHz-evoked ABR Threshold|Lens Opacity|Insulin|Click-evoked ABR threshold|Red blood cell count|Teeth|Viability Outcome|Fusion between cornea and lens|18kHz-evoked ABR Threshold|6kHz-evoked ABR Threshold|Persistence of hyaloid vascular system|Corneal opacity|Lens|Hematocrit|Bone Mineral Content (excluding skull)|Snout morphology|Iris/Pupil|24kHz-evoked ABR Threshold|Cornea|Paw footpad skin colour|Startle response|Alkaline phosphatase","347722"
"Agbl1","Retinal Blood Vessels Structure|Fat mass|Retinal Blood Vessels Pattern|Lean/Body weight|Center average speed|Lens Opacity|Periphery average speed|Lens|Lean mass|Synechia|Retinal Blood Vessels|Fat/Body weight|Optic Disc|Fusion between cornea and lens|Persistence of hyaloid vascular system|PR|Vitreous","244071"
"Agbl4","Percentage center movement time|Center permanence time|Monocyte differential count|Insulin|Percentage center time","78933"
"Agbl5","Potassium","231093"
"Agl","HRV|CV|Lean mass|Lens Opacity|Total bilirubin|Locomotor activity|Tremor|Aspartate aminotransferase|Fat mass|Fat/Body weight|rMSSD|Alkaline phosphatase|Bone Mineral Content (excluding skull)|Gait|Bone Mineral Density (excluding skull)|Fructosamine|Iron|Area under glucose response curve|Lean/Body weight|Glucose|Alanine aminotransferase|Viability Outcome|BMC/Body weight","77559"
"Ago1","Viability Outcome","236511"
"Ago3","Forelimb grip strength normalised against body weight|Glycerol|Forelimb grip strength measurement mean|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight|Insulin","214150"
"Agpat1","HRV|Potassium|Glucose|Alkaline phosphatase|Calcium|Viability Outcome|Response amplitude - S","55979"
"Agpat3","Brown adipose tissue - MPATH process term|Testes - MPATH process term|Viability Outcome","28169"
"Agpat4","Monocyte differential count|Bone Mineral Content (excluding skull)|Fat mass|Fat/Body weight|Fasted blood glucose concentration|Lean/Body weight|BMC/Body weight","68262"
"Agtr1a","Hematocrit|Heart|Kidney|Eosinophil differential count|Spleen|Spleen weight|Hemoglobin|Body weight|Red blood cell count","11607"
"Ahctf1","Viability Outcome|Vitreous","226747"
"Ahcy","Outcome|Forelimb grip strength measurement mean|Monocyte cell count|Response amplitude - S","269378"
"Ahcyl1","Cornea|BMC/Body weight|Alkaline phosphatase|Lean/Body weight|Insulin|Mean platelet volume|Fat/Body weight|Thyroxine|Fat mass|Retina (combined)","229709"
"Ahnak","Viability Outcome","66395"
"Ahrr","30kHz-evoked ABR Threshold|Number of rears - total|Mean cell hemoglobin concentration|Mean corpuscular hemoglobin|Hemoglobin|HDL cholesterol|Retina (combined)|Breath rate during sleep standard deviation","11624"
"Ahsa1","Optic Disc","217737"
"Ahsa2","Left total retinal thickness|Corneal mineralization|Right total retinal thickness","268390"
"Ahsg","Tibia length|24kHz-evoked ABR Threshold|30kHz-evoked ABR Threshold","11625"
"AI837181","Right outer nuclear layer|Left total retinal thickness|Right inner nuclear layer|Periphery distance travelled|Right total retinal thickness|Left corneal thickness|Tibia length|Left outer nuclear layer|Left inner nuclear layer","107242"
"Aicda","Glucose|White blood cell count|Mean cell hemoglobin concentration|Phosphorus|Fructosamine|Bone Mineral Density (excluding skull)|Mean corpuscular hemoglobin","11628"
"Aif1","Mean left eye lens density|Urea (Blood Urea Nitrogen - BUN)|HRV|Optic Disc|Mean right eye lens density|Fasted blood glucose concentration|Insulin|CV|Max left eye lens density|rMSSD","11629"
"Aif1l","Spleen|Lean/Body weight|Thymus|Skin|Liver","108897"
"Aifm3","% Pre-pulse inhibition - Global|% Pre-pulse inhibition - PPI1|% Pre-pulse inhibition - PPI2|% Pre-pulse inhibition - PPI3","72168"
"Aig1","Latency to first transition into dark|Center resting time|Mean platelet volume","66253"
"Aim2","Thymus|Spleen|Latency to first transition into light|Gall bladder|Digit integrity|Total protein|Alanine aminotransferase|Albumin","383619"
"Aimp1","Gross Findings Male|Testis - MPATH pathological process term|Lung - MPATH pathological process term|Testis - MPATH pathological entity term","13722"
"Aire","Ovary - MPATH pathological process term|Eye with optic nerve|% Pre-pulse inhibition - PPI3|Cholesterol ratio|Monocyte differential count|Mean cell hemoglobin concentration|CV|Monocyte cell count|Salivary gland - MPATH pathological process term","11634"
"Ajap1","Bone Area|Bone Mineral Content (excluding skull)|Total protein|Potassium|Body length|Response amplitude - S|Time mobile dark side|Sodium|BMC/Body weight","230959"
"Ajuba","Hematocrit|Hindlimb digit - number|Albumin|Lymphocyte differential count|Hindpaw - shape|Neutrophil cell count|% Pre-pulse inhibition - PPI3|Neutrophil differential count|Spleen weight","16475"
"Ak7","Skin|Testes|Thymus|Spleen|Heart|Potassium|Ovary|Urea (Blood Urea Nitrogen - BUN)","78801"
"Akap10","Liver weight|Heart|Mean cell volume|Viability Outcome","56697"
"Akap11","White blood cell count","219181"
"Akap13","Spleen|Lymph node|Gall bladder|Eye with optic nerve|Liver|Skin|Lens Opacity","75547"
"Akap7","Bone Mineral Density (excluding skull)|Response amplitude - S","432442"
"Akap9","Viability Outcome","100986"
"Akip1","Body length|Insulin|Initial response to glucose challenge","57373"
"Akr1b3","Latency to center entry","11677"
"Akr1b8","Hematocrit|Forelimb grip strength normalised against body weight|Fasted blood glucose concentration|Forelimb and hindlimb grip strength normalised against body weight|Forelimb and hindlimb grip strength measurement mean|Forelimb grip strength measurement mean","14187"
"Akr1c12","24kHz-evoked ABR Threshold","622402"
"Akr1c19","Time mobile light side","432720"
"Akr1c20","Albumin|Total protein","116852"
"Akr1d1","Creatinine|Forelimb and hindlimb grip strength normalised against body weight|Persistence of hyaloid vascular system","208665"
"Akr7a5","Response amplitude - S","110198"
"Aktip","Periphery distance travelled|Whole arena resting time|Bone Mineral Content (excluding skull)|Periphery average speed|Bone Mineral Density (excluding skull)|BMC/Body weight|Center resting time|Periphery resting time|Distance travelled - total","14339"
"Alad","Forelimb grip strength normalised against body weight|Thymus|Outcome|Triglycerides|Sternum|Urinary bladder|Forelimb and hindlimb grip strength normalised against body weight|Adrenal gland","17025"
"Alas1","Viability Outcome","11655"
"Aldh16a1","Sodium|Chloride|Calcium|Retina (combined)","69748"
"Aldh1a3","Viability Outcome|Distance travelled - total|Whole arena average speed|Periphery distance travelled|Periphery average speed|Microphthalmia|Side changes|Time mobile light side|Whole arena resting time|Time mobile dark side","56847"
"Aldh1b1","Forelimb grip strength measurement mean","72535"
"Aldh1l1","Retinal Blood Vessels|UIBC (unsaturated iron binding capacity)|Lens Opacity|Lens|Whole arena resting time|Bone Mineral Density (excluding skull)|Center resting time","107747"
"Aldh1l2","Retina (combined)","216188"
"Aldh2","Retina (combined)","11669"
"Aldh3a1","Lean mass","11670"
"Aldh3b1","Lean mass|Lean/Body weight|Fat mass|Viability Outcome|Bone Mineral Density (excluding skull)|Bone Mineral Content (excluding skull)","67689"
"Aldh9a1","Skin","56752"
"Aldoa","Lean mass|White blood cell count","11674"
"Aldob","Body length|Bone Mineral Density (excluding skull)|Response amplitude - S|Bone Mineral Content (excluding skull)","230163"
"Aldoc","Periphery average speed|PBS Frequency of breathing|PBS Inspiratory time|baseline Frequency of breathing|baseline Expiratory time|Kidney|6kHz-evoked ABR Threshold","11676"
"Alg1","Coat - color - back|Coat - color pattern - back|Coat - color - abdomen|Viability Outcome","208211"
"Alg10b","Fat mass|Neural tube morphology|Allantois Morphology|Fat/Body weight|Somite Morphology|Pale yolk sac|Body Temp|Branchial arch morphology|Pericardium Morphology|Severely Dysmorphic|Otic vesicle morphology|Blebs|Optic vesicle morphology|Delayed embryonic development|Neural tube closure|Midbrain|Edema|Vitelline vasculature morphology|Heart morphology|Embryo Size|Limb Bud Morphology|Forebrain|Visceral yolk sac morphology|Outcome|Hindbrain","380959"
"Alg11","Forelimb and hindlimb grip strength normalised against body weight|Forelimb and hindlimb grip strength measurement mean|Outcome|Viability Outcome","207958"
"Alg13","Testes - MPATH process term|Fat/Body weight|Uterus - MPATH process term|Bone Mineral Content (excluding skull)|BMC/Body weight|White blood cell count|Fat mass|Ovary - MPATH process term|Bone Mineral Density (excluding skull)|Lean/Body weight","67574"
"Alg14","Outcome","66789"
"Alg2","Distance travelled - total|Periphery average speed|Outcome|mA threshold inducing clonic seizure|Whole arena average speed|Viability Outcome|Time mobile dark side|Lean/Body weight|Fasted blood glucose concentration","18570"
"Alg2","Distance travelled - total|Periphery average speed|Outcome|mA threshold inducing clonic seizure|Whole arena average speed|Viability Outcome|Time mobile dark side|Lean/Body weight|Fasted blood glucose concentration","56737"
"Alg3","Time mobile dark side|Viability Outcome","19165"
"Alg3","Time mobile dark side|Viability Outcome","208624"
"Alg6","Embryo Size|Skin|Severely Dysmorphic|Urinary bladder|Lymph node|Allantois Morphology|Delayed embryonic development|Outcome","320438"
"Alg8","Lean mass|Embryo turning|HDL-cholesterol|Coat - color - abdomen|Lean/Body weight|Delayed embryonic development|Fat mass|Vibrissae - appearance|Viability Outcome|Outcome|Chorioallantoic fusion|Bone Mineral Content (excluding skull)|Bone Mineral Density (excluding skull)|Body length|Coat - color - back|BMC/Body weight|Embryo Size|Fat/Body weight","381903"
"Alg9","Viability Outcome|Fat/Body weight|Outcome|Fat mass","102580"
"Alkbh1","Spleen|Viability Outcome|Initial response to glucose challenge|Kidney|Periphery average speed","211064"
"Alkbh6","Eye with optic nerve|Creatinine|Persistence of hyaloid vascular system","233065"
"Alkbh8","HRV|rMSSD|CV|Kidney|Mean cell volume","67667"
"Alms1","Eosinophil cell count|Activity (body position)","236266"
"Alms1","Eosinophil cell count|Activity (body position)","623273"
"Alox12e","Insulin|Urea (Blood Urea Nitrogen - BUN)","11685"
"Alox15","Uterus|Persistence of hyaloid vascular system|Insulin","11687"
