"marker_symbol","impc_significant_procedure_name","gene_id"
"Aif1l","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)","108897"
"Aifm3","Acoustic Startle and Pre-pulse Inhibition (PPI)","72168"
"Aig1","Light-Dark Test|Open Field|Hematology","66253"
"Aim2","Gross Pathology and Tissue Collection|Dark-Light Test|X-ray|Clinical Chemistry","383619"
"Aimp1","Fertility of Homozygous Knock-out Mice|Histopathology","13722"
"Aire","Histopathology|Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Hematology|Electrocardiogram (ECG)","11634"
"Ajap1","Body Composition (DEXA lean/fat)|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Light-Dark Test","230959"
"Ajuba","Hematology|Combined SHIRPA and Dysmorphology|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Organ Weight","16475"
"Ak7","Gross Pathology and Tissue Collection|Clinical Chemistry","78801"
"Akap10","Organ Weight|Gross Pathology and Tissue Collection|Hematology|Viability Primary Screen","56697"
"Akap11","Hematology","219181"
"Akap13","Gross Pathology and Tissue Collection|Eye Morphology","75547"
"Akap7","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)","432442"
"Akap9","Viability Primary Screen","100986"
"Akip1","Body Composition (DEXA lean/fat)|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)","57373"
"Akr1b3","Open Field","11677"
"Akr1b8","Hematology|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)","14187"
"Akr1c12","Auditory Brain Stem Response","622402"
"Akr1c19","Light-Dark Test","432720"
"Akr1c20","Clinical Chemistry","116852"
"Akr1d1","Urinalysis|Grip Strength|Eye Morphology","208665"
"Akr7a5","Acoustic Startle and Pre-pulse Inhibition (PPI)","110198"
"Aktip","Open Field|Body Composition (DEXA lean/fat)","14339"
"Alad","Grip Strength|Gross Pathology and Tissue Collection|Viability E14.5-E15.5 Secondary Screen|Clinical Chemistry|Viability E9.5 Secondary Screen","17025"
"Alas1","Viability Primary Screen","11655"
"Aldh16a1","Clinical Chemistry|Eye Morphology","69748"
"Aldh1a3","Viability Primary Screen|Open Field - centre start|Gross Morphology Embryo E14.5-E15.5|Light-Dark Test","56847"
"Aldh1b1","Grip Strength","72535"
"Aldh1l1","Eye Morphology|Clinical Chemistry|Open Field|Body Composition (DEXA lean/fat)","107747"
"Aldh1l2","Eye Morphology","216188"
"Aldh2","Eye Morphology","11669"
"Aldh3a1","Body Composition (DEXA lean/fat)","11670"
"Aldh3b1","Body Composition (DEXA lean/fat)|Viability Primary Screen","67689"
"Aldh9a1","Gross Pathology and Tissue Collection","56752"
"Aldoa","Body Composition (DEXA lean/fat)|Hematology","11674"
"Aldob","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)","230163"
"Aldoc","Open Field|Challenge Whole Body Plethysmography|Gross Pathology and Tissue Collection|Auditory Brain Stem Response","11676"
"Alg1","Combined SHIRPA and Dysmorphology|Viability Primary Screen","208211"
"Alg10b","Body Composition (DEXA lean/fat)|Gross Morphology Embryo E9.5|Echo|Viability E12.5 Secondary Screen","380959"
"Alg11","Grip Strength|Viability E9.5 Secondary Screen|Viability Primary Screen","207958"
"Alg13","Histopathology|Body Composition (DEXA lean/fat)|Hematology","67574"
"Alg14","Viability E9.5 Secondary Screen","66789"
"Alg2","Open Field - centre start|Viability E9.5 Secondary Screen|Electroconvulsive Threshold Testing|Viability Primary Screen|Light-Dark Test|Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","18570"
"Alg2","Open Field - centre start|Viability E9.5 Secondary Screen|Electroconvulsive Threshold Testing|Viability Primary Screen|Light-Dark Test|Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","56737"
"Alg3","Light-Dark Test|Viability Primary Screen","19165"
"Alg3","Light-Dark Test|Viability Primary Screen","208624"
"Alg6","Gross Morphology Embryo E9.5|Gross Pathology and Tissue Collection|Viability E14.5-E15.5 Secondary Screen","320438"
"Alg8","Body Composition (DEXA lean/fat)|Gross Morphology Embryo E9.5|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Viability Primary Screen|Viability E12.5 Secondary Screen","381903"
"Alg9","Viability Primary Screen|Body Composition (DEXA lean/fat)|Viability E12.5 Secondary Screen","102580"
"Alkbh1","Gross Pathology and Tissue Collection|Viability Primary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Open Field","211064"
"Alkbh6","Gross Pathology and Tissue Collection|Clinical Chemistry|Eye Morphology","233065"
"Alkbh8","Electrocardiogram (ECG)|Gross Pathology and Tissue Collection|Hematology","67667"
"Alms1","Hematology|Combined SHIRPA and Dysmorphology","236266"
"Alms1","Hematology|Combined SHIRPA and Dysmorphology","623273"
"Alox12e","Insulin Blood Level|Clinical Chemistry","11685"
"Alox15","Gross Pathology and Tissue Collection|Eye Morphology|Insulin Blood Level","11687"
"Aloxe3","Gross Pathology and Tissue Collection|Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen","23801"
"Alpk1","Hematology|Clinical Chemistry","71481"
"Alpk2","Body Composition (DEXA lean/fat)","225638"
"Alpk3","Echo|Gross Pathology and Tissue Collection|Viability Primary Screen|Hematology|Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)|Organ Weight","116904"
"Ambn","Gross Pathology and Tissue Collection|Open Field","11698"
"Ambra1","Open Field|Eye Morphology|Intraperitoneal glucose tolerance test (IPGTT)","228361"
"Amdhd1","Hematology","71761"
"Amelx","Gross Pathology and Tissue Collection|X-ray|Combined SHIRPA and Dysmorphology|Lung mechanics by forced oscillations","11704"
"Amigo1","Electrocardiogram (ECG)|Open Field - centre start","229715"
"Amigo3","Gross Pathology and Tissue Collection","320844"
"Amotl1","Histopathology","75723"
"Ampd1","Hematology|Gross Pathology and Tissue Collection","229665"
"Ampd2","Body Composition (DEXA lean/fat)|Viability Primary Screen|Clinical Chemistry","109674"
"Amtn","Gross Pathology and Tissue Collection|Open Field","71421"
"Anapc1","Electrocardiogram (ECG)|Viability E9.5 Secondary Screen|Viability Primary Screen|Eye Morphology","17222"
"Anapc10","Viability Primary Screen","68999"
"Anapc13","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Hematology|Viability E9.5 Secondary Screen","69010"
"Anapc15","Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen|Gross Morphology Embryo E12.5|Gross Morphology Placenta E12.5","75430"
"Anapc4","Viability E12.5 Secondary Screen|Viability E9.5 Secondary Screen","52206"
"Angpt2","Gross Pathology and Tissue Collection|Open Field|Viability Primary Screen","11601"
"Angptl1","Eye Morphology|Body Weight|Clinical Chemistry|Gross Pathology and Tissue Collection|Grip Strength|Open Field","72713"
"Angptl3","Clinical Chemistry|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)","30924"
"Angptl4","Gross Pathology and Tissue Collection|Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","57875"
"Ankfy1","Hematology|Gross Pathology and Tissue Collection|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen|Viability Primary Screen|Insulin Blood Level|Open Field|Clinical Chemistry","11736"
"Ankhd1","Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","108857"
"Ankib1","Open Field|Grip Strength|Clinical Chemistry|X-ray|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology","70797"
"Ankle1","Combined SHIRPA and Dysmorphology","234396"
"Ankle2","Eye Morphology|Combined SHIRPA and Dysmorphology","71782"
"Ankrd1","Acoustic Startle and Pre-pulse Inhibition (PPI)","107765"
"Ankrd11","Auditory Brain Stem Response|Viability Primary Screen|Eye Morphology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology|Clinical Chemistry|Body Composition (DEXA lean/fat)|Gross Morphology Embryo E9.5","77087"
"Ankrd13c","Eye Morphology","433667"
"Ankrd13d","Grip Strength|Clinical Chemistry","68423"
"Ankrd22","Clinical Chemistry","52024"
"Ankrd24","Intraperitoneal glucose tolerance test (IPGTT)|Auditory Brain Stem Response","70615"
"Ankrd27","Eye Morphology|Hematology|Heart Weight","245886"
"Ankrd28","Light-Dark Test","105522"
"Ankrd35","Eye Morphology","213121"
"Ankrd45","Light-Dark Test|Open Field - centre start","73844"
"Ankrd52","Combined SHIRPA and Dysmorphology|Gross Morphology Embryo E18.5|Viability Primary Screen|Body Composition (DEXA lean/fat)|Grip Strength","237615"
"Ankrd7","Body Composition (DEXA lean/fat)","75196"
"Ankrd9","Body Composition (DEXA lean/fat)","74251"
"Anks1","Echo|Organ Weight","224650"
"Anks1b","Grip Strength|Insulin Blood Level","77531"
"Anks3","Viability Primary Screen","72615"
"Anks6","Viability Primary Screen","75691"
"Ankub1","Gross Pathology and Tissue Collection","242037"
"Ano10","Clinical Chemistry","102566"
"Ano6","Electrocardiogram (ECG)|Clinical Chemistry|Gross Pathology and Tissue Collection","105722"
"Ano7","Combined SHIRPA and Dysmorphology","404545"
"Ano8","Open Field - centre start|Light-Dark Test|Body Composition (DEXA lean/fat)","382014"
"Anpep","Echo|Eye Morphology|Clinical Chemistry","16790"
"Antkmt","Open Field|Gross Pathology and Tissue Collection","214917"
"Antxr2","Hematology|Clinical Chemistry","71914"
"Anxa10","Clinical Chemistry","26359"
"Anxa11","Body Composition (DEXA lean/fat)|Clinical Chemistry","11744"
"Anxa13","Heart Weight|Body Weight|Grip Strength|Gross Pathology and Tissue Collection|Fear Conditioning","69787"
"Anxa8","Clinical Chemistry","11752"
"Aoah","Clinical Chemistry","27052"
"Aoc1","Echo|Eye Morphology|Open Field|Clinical Chemistry","76507"
"Aopep","Hematology|Clinical Chemistry|Gross Pathology and Tissue Collection","72061"
"Ap1ar","Eye Morphology|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Echo","211556"
"Ap1g1","Body Composition (DEXA lean/fat)|Open Field - centre start|Eye Morphology|Heart Weight|Viability Primary Screen|Viability E9.5 Secondary Screen","11765"
"Ap1s1","Viability Primary Screen","11769"
"Ap1s2","Fear Conditioning|Clinical Chemistry|Eye Morphology|Gross Pathology and Tissue Collection|Light-Dark Test","108012"
"Ap2a1","Open Field - centre start|Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Grip Strength","11771"
"Ap2a2","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Viability Primary Screen|Body Composition (DEXA lean/fat)|Hematology","11772"
"Ap2b1","Gross Morphology Embryo E18.5|Viability Primary Screen","71770"
"Ap2s1","Gross Pathology and Tissue Collection|Open Field|Hematology|Viability E12.5 Secondary Screen|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability E9.5 Secondary Screen","232910"
"Ap3b2","Combined SHIRPA and Dysmorphology","11775"
"Ap3s1","Intraperitoneal glucose tolerance test (IPGTT)","11777"
"Ap3s2","Clinical Chemistry|Open Field","11778"
"Ap4e1","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Echo|Histopathology|Eye Morphology|Open Field|Open Field - centre start|Sleep Wake|Grip Strength|Light-Dark Test|Lung mechanics by forced oscillations|Intraperitoneal glucose tolerance test (IPGTT)|Organ Weight|Hematology|X-ray|Gross Morphology Embryo E18.5|Dark-Light Test|Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Clinical Chemistry|Indirect Calorimetry|Insulin Blood Level","108011"
"Ap4m1","Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","11781"
"Ap5m1","Organ Weight|Gross Pathology and Tissue Collection","74385"
"Ap5z1","Combined SHIRPA and Dysmorphology","231855"
"Apbb1ip","Gross Pathology and Tissue Collection|Electrocardiogram (ECG)|Hematology|Immunophenotyping|Clinical Chemistry|Organ Weight|X-ray","54519"
"Apbb2","Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen|Insulin Blood Level","11787"
"Apbb3","Body Composition (DEXA lean/fat)","225372"
"Apeh","Heart Weight|Eye Morphology|Combined SHIRPA and Dysmorphology","235606"
"Apex2","Hematology|Combined SHIRPA and Dysmorphology","77622"
"Aph1a","Combined SHIRPA and Dysmorphology|Eye Morphology|Viability E12.5 Secondary Screen|Open Field - centre start|Body Composition (DEXA lean/fat)|Gross Morphology Embryo E9.5","226548"
"Aph1c","Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology","68318"
"Aph1c","Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology","208117"
"Apip","Clinical Chemistry","56369"
"Aplnr","Gross Pathology and Tissue Collection|Viability Primary Screen","23796"
"Aplp2","Body Composition (DEXA lean/fat)|Hematology","11804"
"Apmap","Clinical Chemistry|Eye Morphology|Combined SHIRPA and Dysmorphology|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)","71881"
"Apoc4","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry|Eye Morphology|Hematology","11425"
"Apoe","Organ Weight","11816"
"Apol10b","Echo","328561"
"Apol7a","Grip Strength|Clinical Chemistry","75761"
"Apom","Insulin Blood Level|Gross Pathology and Tissue Collection","55938"
"App","Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Hematology|Viability Primary Screen|X-ray|Grip Strength","11820"
"Appbp2","Viability Primary Screen|Combined SHIRPA and Dysmorphology","66884"
"Aptx","Eye Morphology|Body Composition (DEXA lean/fat)","66408"
"Aqp1","Clinical Chemistry|Open Field|Body Composition (DEXA lean/fat)|Grip Strength|Hematology|Organ Weight|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology","11826"
"Aqp11","Hematology|Urinalysis","66333"
"Aqp12","Clinical Chemistry","208760"
"Aqp3","Clinical Chemistry|Histopathology","11828"
"Aqp6","Clinical Chemistry|Eye Morphology","11831"
"Aqp9","X-ray|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)","64008"
"Arap1","Challenge Whole Body Plethysmography","69710"
"Arap3","Eye Morphology|Clinical Chemistry","106952"
"Areg","Hematology","11839"
"Arel1","Open Field","68497"
"Arf2","Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Hematology|Sleep Wake","11841"
"Arf3","Eye Morphology","11842"
"Arf4","Gross Morphology Embryo E9.5|Viability Primary Screen|Viability E12.5 Secondary Screen","11843"
"Arfip1","Gross Pathology and Tissue Collection","99889"
"Arfip2","Electrocardiogram (ECG)","76932"
"Arg2","Dark-Light Test|Gross Pathology and Tissue Collection|Clinical Chemistry|Auditory Brain Stem Response","11847"
"Arglu1","Viability Primary Screen|Viability E9.5 Secondary Screen","234023"
"Arhgap10","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Grip Strength|Hematology","78514"
"Arhgap11a","Body Composition (DEXA lean/fat)|Heart Weight","228482"
"Arhgap17","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry|Body Composition (DEXA lean/fat)","70497"
"Arhgap19","Gross Pathology and Tissue Collection","71085"
"Arhgap21","Auditory Brain Stem Response|Combined SHIRPA and Dysmorphology|Open Field - centre start|Viability Primary Screen|Gross Morphology Embryo E18.5","71435"
"Arhgap22","Clinical Chemistry|Hematology","239027"
"Arhgap23","Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Grip Strength","58996"
"Arhgap24","Eye Morphology|Echo|Open Field|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","231532"
"Arhgap26","Clinical Chemistry|Hematology","71302"
"Arhgap28","Gross Morphology Placenta E18.5|Gross Morphology Embryo E18.5|Viability Primary Screen|Gross Pathology and Tissue Collection","268970"
"Arhgap29","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen|Viability E12.5 Secondary Screen","214137"
"Arhgap30","Clinical Chemistry|Hematology","226652"
"Arhgap31","Hematology","12549"
"Arhgap33","Gross Morphology Embryo E18.5|Eye Morphology|Heart Weight","233071"
"Arhgap4","Acoustic Startle and Pre-pulse Inhibition (PPI)","171207"
"Arhgap40","Echo","545481"
"Arhgap42","Body Composition (DEXA lean/fat)","71544"
"Arhgap8","Eye Morphology|Light-Dark Test","73167"
"Arhgap8","Eye Morphology|Light-Dark Test","109270"
"Arhgef1","Viability Primary Screen|Clinical Chemistry|Hematology","16801"
"Arhgef10","Clinical Chemistry|Plasma Chemistry","234094"
"Arhgef10l","Light-Dark Test|Electrocardiogram (ECG)","72754"
"Arhgef11","Combined SHIRPA and Dysmorphology|Eye Morphology","213498"
"Arhgef12","Gross Morphology Embryo E9.5|Viability Primary Screen|Open Field|Gross Pathology and Tissue Collection|Insulin Blood Level|Acoustic Startle and Pre-pulse Inhibition (PPI)","69632"
"Arhgef15","Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Fertility of Homozygous Knock-out Mice","442801"
"Arhgef16","Gross Pathology and Tissue Collection","230972"
"Arhgef17","Gross Pathology and Tissue Collection","207212"
"Arhgef18","Eye Morphology|Viability Primary Screen","102098"
"Arhgef2","Gross Pathology and Tissue Collection|Open Field|Hematology","16800"
"Arhgef26","Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Open Field","622434"
"Arhgef33","Eye Morphology|Combined SHIRPA and Dysmorphology","381112"
"Arhgef38","Clinical Chemistry","77669"
"Arhgef5","Intraperitoneal glucose tolerance test (IPGTT)","54324"
"Arhgef6","Histopathology|Gross Pathology and Tissue Collection|Hematology|Heart Weight","73341"
"Arhgef7","Viability Primary Screen","54126"
